"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름","점검일자"
"1344240","8","롯데마트서울역점","133","무(세척무)","1개","1280","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344241","8","롯데마트서울역점","309","양파(1.5kg망)","1망 1.5kg","2680","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344242","8","롯데마트서울역점","310","상추(100g)","100g","1000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344243","8","롯데마트서울역점","311","오이(다다기)","1개","1080","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344244","8","롯데마트서울역점","118","호박(인큐베이터),중간","1개","1780","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344245","8","롯데마트서울역점","58","쇠고기(한우,불고기)","1근","26000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344246","8","롯데마트서울역점","99","돼지고기(생삼겹살)","1근","11000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344247","8","롯데마트서울역점","18","닭고기","1마리","6000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344248","8","롯데마트서울역점","171","달걀(10개)","10개","2680","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344249","8","롯데마트서울역점","320","달걀(30개)","30개","5880","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344250","8","롯데마트서울역점","260","조기(냉동,수입산)","1마리","3500","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344251","8","롯데마트서울역점","152","명태(러시아,냉동)","1마리","2500","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344252","8","롯데마트서울역점","253","오징어","1마리","3800","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344253","8","롯데마트서울역점","304","고등어","1마리","2300","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344254","60","이마트청계점","305","사과(부사, 300g)","1개","1500","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344255","60","이마트청계점","284","배(중품)","1개","2000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344256","60","이마트청계점","271","배추(중간)","1포기(중간)","2480","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344257","60","이마트청계점","133","무(세척무)","1개","1280","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344258","60","이마트청계점","309","양파(1.5kg망)","1망 1.5kg","2650","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344259","60","이마트청계점","310","상추(100g)","100g","1000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344260","60","이마트청계점","311","오이(다다기)","1개","1000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344261","60","이마트청계점","118","호박(인큐베이터),중간","1개","1780","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344262","60","이마트청계점","58","쇠고기(한우,불고기)","1근","26000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344263","60","이마트청계점","99","돼지고기(생삼겹살)","1근","11500","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344264","60","이마트청계점","18","닭고기","1마리","6000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344265","60","이마트청계점","171","달걀(10개)","10개","2680","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344266","60","이마트청계점","320","달걀(30개)","30개","5780","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344267","60","이마트청계점","152","명태(러시아,냉동)","1마리","3000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344268","60","이마트청계점","260","조기(냉동,수입산)","1마리","3500","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344269","60","이마트청계점","253","오징어","1마리","3800","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344270","60","이마트청계점","13","고등어","1마리","3000","2018-12","","002","대형마트","140000","중구","2018-12-31"
"1344271","199","서울중앙시장","305","사과(부사, 300g)","1개","1500","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344272","199","서울중앙시장","284","배(중품)","1개","2000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344273","199","서울중앙시장","271","배추(중간)","1포기(중간)","3000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344274","199","서울중앙시장","133","무(세척무)","1개","1100","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344275","199","서울중앙시장","309","양파(1.5kg망)","1망 1.5kg","2350","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344276","199","서울중앙시장","310","상추(100g)","100g","700","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344277","199","서울중앙시장","311","오이(다다기)","1개","700","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344278","199","서울중앙시장","118","호박(인큐베이터),중간","1개","1400","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344279","199","서울중앙시장","58","쇠고기(한우,불고기)","1근","27000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344280","199","서울중앙시장","99","돼지고기(생삼겹살)","1근","12000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344281","199","서울중앙시장","283","닭고기(육계)","1마리","5500","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344282","199","서울중앙시장","171","달걀(10개)","10개","2200","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344283","199","서울중앙시장","320","달걀(30개)","30개","5300","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344284","199","서울중앙시장","152","명태(러시아,냉동)","1마리","3000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344285","199","서울중앙시장","260","조기(냉동,수입산)","1마리","3500","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344286","199","서울중앙시장","253","오징어","1마리","5000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344287","199","서울중앙시장","304","고등어","1마리","3000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344288","11","남대문시장","305","사과(부사, 300g)","1개","1500","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344289","11","남대문시장","284","배(중품)","1개","2000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344290","11","남대문시장","271","배추(중간)","1포기(중간)","3000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344291","11","남대문시장","133","무(세척무)","1개","1200","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344292","11","남대문시장","309","양파(1.5kg망)","1망 1.5kg","2300","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344293","11","남대문시장","310","상추(100g)","100g","700","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344294","11","남대문시장","311","오이(다다기)","1개","700","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344295","11","남대문시장","118","호박(인큐베이터),중간","1개","1450","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344296","11","남대문시장","58","쇠고기(한우,불고기)","1근","27000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344297","11","남대문시장","99","돼지고기(생삼겹살)","1근","12000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344298","11","남대문시장","18","닭고기","1마리","5500","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344299","11","남대문시장","171","달걀(10개)","10개","2300","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344300","11","남대문시장","320","달걀(30개)","30개","5400","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344301","11","남대문시장","152","명태(러시아,냉동)","1마리","3000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344302","11","남대문시장","260","조기(냉동,수입산)","1마리","4000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344303","11","남대문시장","253","오징어","1마리","5000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344304","11","남대문시장","13","고등어","1마리","3000","2018-12","","001","전통시장","140000","중구","2018-12-31"
"1344305","10","용문시장","305","사과(부사, 300g)","1개","1900","2018-12","1팩 2개 3800","001","전통시장","170000","용산구","2018-12-31"
"1344306","10","용문시장","306","배(신고, 600g)","1개","3400","2018-12","1팩 2개 6800","001","전통시장","170000","용산구","2018-12-31"
"1344307","10","용문시장","307","배추(2.5~3kg)","1포기 ","1700","2018-12","알배추","001","전통시장","170000","용산구","2018-12-31"
"1344308","10","용문시장","308","무(1kg)","1개","1700","2018-12","","001","전통시장","170000","용산구","2018-12-31"
"1344309","10","용문시장","309","양파(1.5kg망)","1망 1,5k ","2200","2018-12","8개입","001","전통시장","170000","용산구","2018-12-31"
"1344310","10","용문시장","23","상추","100g ","667","2018-12","1망 150g 1000","001","전통시장","170000","용산구","2018-12-31"
"1344311","10","용문시장","311","오이(다다기)","1개","900","2018-12","1팩 2개 1800","001","전통시장","170000","용산구","2018-12-31"
"1344312","10","용문시장","312","애호박","1개","1700","2018-12","논개","001","전통시장","170000","용산구","2018-12-31"
"1344313","10","용문시장","58","쇠고기(한우,불고기)","1근 600g (1+)","28200","2018-12","100g 4700","001","전통시장","170000","용산구","2018-12-31"
"1344314","10","용문시장","52","돼지고기(삼겹살)","1근 600g ","11700","2018-12","100g 1950","001","전통시장","170000","용산구","2018-12-31"
"1344315","10","용문시장","283","닭고기(육계)","1마리 1,2k ","6000","2018-12","하림닭","001","전통시장","170000","용산구","2018-12-31"
"1344316","10","용문시장","171","달걀(10개)","10개","2900","2018-12","동남자연란","001","전통시장","170000","용산구","2018-12-31"
"1344317","10","용문시장","320","달걀(30개)","30개","5500","2018-12","건강영양란","001","전통시장","170000","용산구","2018-12-31"
"1344318","10","용문시장","260","조기(냉동,수입산)","1마리 25cm ","1667","2018-12","1팩 7마리 10000","001","전통시장","170000","용산구","2018-12-31"
"1344319","10","용문시장","152","명태(러시아,냉동)","1마리 45cm ","1667","2018-12","1팩 3마리 5000","001","전통시장","170000","용산구","2018-12-31"
